X14,X13,X12,X11,X10,X9,X8,X7,X6,X5,X4,X3,X2,X1,class
-1,-0.88,0,-1,-1,-1,-1,-1,-0.25,0.076923,-1,-0.8275,-0.676692,-1,-1
-0.992,-0.94,0,1,-1,-1,1,-0.929825,-0.25,0.538462,0,-0.321429,-0.832181,1,1
-1,-0.819,0,1,-0.731343,1,1,-0.95614,0.75,0.846154,0,-0.732143,-0.473684,-1,1
-0.9892,-0.968,0,-1,-0.671642,1,1,-0.877193,-0.25,0.076923,0,-0.964286,-0.506165,1,1
-1,-1,0,1,-1,-1,1,-0.903509,-0.25,-0.230769,0,-0.357143,-0.884812,-1,1
-0.884,-0.6,0,1,-1,-1,1,-0.997193,-0.25,0.230769,0,-0.854286,-0.28812,1,1
-0.998,-0.76,0,-1,-0.970149,1,1,-0.947368,0.75,0.230769,0,-0.898929,-0.521203,1,1
-0.906,-0.814,0,-1,-0.701493,1,1,-0.894737,-0.25,0.076923,0,-0.883929,-0.235489,1,1
-0.804,-0.92,0,-1,-0.970149,1,1,-0.900702,-0.25,-0.230769,0,-0.464286,-0.77203,1,1
-0.99774,-0.768,0,1,-1,-1,-1,-0.894737,-0.25,0.076923,-1,-0.991071,-0.308271,1,1
-1,-0.836,0,-1,-1,-1,-1,-0.827368,-0.25,1,-1,-0.395714,-0.736842,-1,1
-1,-0.289,-1,1,-1,-1,-1,-0.596491,0.75,1,0,-0.678571,-0.35579,1,1
-0.99732,-1,0,1,-0.731343,1,1,-0.622807,0.5,0.692308,0,0.071429,-0.368421,1,1
-1,-1,0,1,-0.910448,1,1,-0.482456,-0.25,0.538462,0,-0.523929,-0.085113,-1,1
-0.866,-1,0,-1,-0.61194,1,1,-0.298246,0,-0.692308,0,0.5,0.343459,-1,1
-1,-1,0,1,-1,-1,1,-0.479649,0.75,0.846154,0,-0.785714,-0.383459,1,1
-0.9748,-1,0,1,-0.820896,1,1,-0.447368,-0.25,0.076923,0,-0.428571,0.022556,-1,1
-0.96834,-1,0,-1,-0.880597,1,1,-0.947368,-0.25,-0.230769,0,-0.934643,-0.338346,-1,1
-0.99944,-0.96,0,1,-0.910448,1,1,-0.883158,-0.25,0.076923,0,-0.339286,-0.806917,1,1
-0.996,-0.74,0,-1,-1,-1,1,-0.69579,0.75,0.076923,0,-0.868929,-0.513684,1,1
-1,-0.92,-1,-1,-0.880597,1,1,-0.964912,0,-0.692308,0,-0.833214,-0.774436,-1,1
-0.97302,-0.92,0,-1,-1,-1,1,-0.997193,-0.25,0.846154,0,-0.1725,-0.724211,-1,1
-0.98382,-0.9,0,1,-0.791045,1,1,-0.824561,-0.25,0.538462,0,-0.214286,-0.729323,1,1
-0.98898,-0.7,0,1,-0.940299,1,1,-0.964912,0.75,1,0,-0.160714,-0.721805,-1,1
-0.9951,-0.88,0,-1,-0.701493,1,1,-0.777544,-0.25,0.538462,0,-0.580357,-0.714286,-1,1
-0.98104,-0.78,0,-1,-0.820896,1,1,-0.985263,0.75,0.076923,0,-0.97,-0.152782,1,1
-0.99986,-0.58,0,-1,-0.940299,1,1,-0.666667,-0.25,1,0,-0.633929,-0.56391,1,1
-0.98,-0.88,0,1,-0.940299,1,1,-0.877193,-0.25,0.230769,-1,-0.714286,-1,1,1
-1,-0.9,0,-1,-0.940299,1,1,-0.894737,0.75,0.076923,0,-0.958214,-0.937444,-1,1
0.022,-0.625,0,-1,-0.820896,1,1,-0.54386,0,0.384615,0,-0.428571,0.012632,-1,1
-0.63946,-0.82,0,1,-0.970149,1,1,-0.856842,0.75,0.076923,-1,-0.782857,-0.41594,1,1
-1,-0.951,0,1,-0.940299,1,1,-0.950175,-0.25,0.538462,0,-0.267857,-0.789474,-1,1
-1,-0.28,0,1,-0.940299,1,-1,-0.877193,-0.25,-0.230769,0,-0.821429,-0.423459,1,-1
-1,-0.8,-1,1,-1,-1,-1,-0.298246,0.75,-0.692308,-1,-0.821429,-0.235489,1,-1
-1,-0.68,-1,1,-1,-1,1,-0.941404,0,0.076923,0,-0.964286,-0.46406,1,-1
-1,-0.72,0,1,-1,-1,-1,-0.912281,-0.25,0.076923,0,-0.821429,-0.441203,1,-1
-1,-0.728,0,-1,-1,-1,-1,-0.912281,-0.25,-0.846154,0,-0.571429,-0.451128,-1,-1
-1,-0.76,-1,1,-1,-1,-1,-0.859649,-0.25,0.076923,-1,-0.940357,-0.79188,1,-1
-0.98,-0.64,0,1,-1,-1,-1,-0.929825,-0.25,-0.692308,-1,-0.714286,-0.836993,1,-1
-1,-0.88,0,-1,-1,-1,-1,-0.962105,-0.25,-0.846154,0,-0.592143,-0.854737,1,-1
-0.98,-0.8,0,-1,-1,-1,-1,-0.997193,-0.25,-0.692308,0,-0.318571,-0.789474,-1,-1
-1,-0.74,0,-1,-1,-1,-1,-0.912281,0.75,0.384615,-1,-0.279643,-0.779549,1,-1
-0.99934,-1,0,-1,-0.910448,1,-1,-0.997193,0.75,0.230769,0,-0.901786,-0.498647,-1,-1
-0.99866,-0.7,0,1,-1,-1,-1,-0.947368,-0.25,0.230769,0,-0.785714,-0.571429,1,-1
-1,-0.66,0,-1,-1,-1,-1,-0.988421,0.75,0.538462,-1,-0.285714,-0.867068,-1,-1
-0.99,-0.833,0,1,-0.940299,1,1,-0.929825,-0.25,0.538462,0,-0.928571,-0.556391,-1,-1
-1,-0.79,0,1,-1,-1,-1,-0.929825,-0.25,-0.692308,0,-0.821429,-0.360902,1,-1
-1,-0.66,0,1,-1,-1,-1,-0.754386,0.75,-0.538462,0,-0.976071,-0.644211,1,-1
-1,-0.8,-1,-1,-1,-1,-1,-0.979649,-0.25,-0.538462,-1,-0.976071,-0.904662,1,-1
-0.99964,-0.816,0,-1,-0.940299,1,-1,-0.988421,-0.25,-0.538462,-1,-0.419643,-0.200601,-1,-1
-1,-0.748,-1,1,-1,-1,-1,-0.994035,0.75,-0.846154,0,-0.964286,-0.501353,1,-1
-1,-0.76,0,1,-1,-1,1,-0.929825,-0.25,-0.230769,0,-0.678571,-0.390977,1,-1
-0.9999,-0.88,0,-1,-1,-1,-1,-0.997193,-0.25,0.384615,0,-0.940357,-0.285714,1,-1
-0.99998,-0.872,0,-1,-1,-1,-1,-0.997193,0.75,1,-1,-0.854286,-0.516391,1,-1
-1,-0.8,0,1,-1,-1,1,-0.96807,-0.25,-0.230769,0,-0.955357,-0.593985,1,-1
-0.99998,-0.87,0,-1,-1,-1,1,-1,-1,-1,0,-0.940357,-0.182857,1,-1
-1,-0.82,0,-1,-1,-1,-1,-1,0,-0.692308,0,-0.803571,-0.398496,1,-1
-1,-0.6,-1,-1,-1,-1,1,-0.245614,-0.25,-0.076923,0,-0.964286,-0.082707,1,-1
-0.99866,-0.88,0,1,-1,-1,-1,-0.962105,-0.25,-0.230769,-1,-0.892857,-0.734436,1,-1
-1,-0.7,0,1,-1,-1,1,-0.789474,-0.25,-0.846154,0,-0.75,-0.46406,-1,-1
-1,-1,0,-1,-1,-1,-1,-0.964912,-0.25,0.076923,0,-0.5,-0.81203,1,-1
-1,-0.914,0,-1,-1,-1,-1,-1,-1,-0.384615,-1,-1,-0.882105,-1,-1
-1,-0.9,-1,1,-1,-1,-1,-0.614035,-0.25,-0.538462,0,-0.607143,-0.503759,-1,-1
-1,-0.9,0,-1,-1,-1,-1,-0.991228,-0.25,0.230769,0,-0.89,-0.62406,1,-1
-0.999,-0.82,0,1,-1,-1,-1,-0.982456,-0.25,0.230769,0,-0.854286,-0.581353,-1,-1
-0.99988,-1,0,-1,-0.970149,1,-1,-0.994035,-0.25,0.230769,0,-0.776786,-0.932331,1,-1
-0.985,-0.72,0,-1,-1,-1,-1,-0.997193,-0.25,-0.230769,0,-0.985357,-0.874587,1,-1
-1,-0.837,0,1,-1,-1,1,-0.982456,0,0.230769,0,-0.875,-0.383459,1,-1
-0.99,-0.775,0,-1,-0.940299,1,-1,-0.973684,-0.25,0.076923,0,-0.949643,-0.258045,1,-1
-0.99998,-0.631,0,1,-0.940299,1,-1,-0.643158,0.75,0.538462,-1,-0.767857,-0.58406,1,-1
-1,-0.84,0,1,-1,-1,1,-0.982456,0,0.076923,0,-0.714286,-0.714286,1,1
-0.96,-0.912,0,1,-0.970149,1,1,-0.017544,0.75,0.846154,0,-0.392857,-0.06015,1,1
-0.8682,-1,0,-1,-0.761194,1,1,-0.017544,0.75,0.538462,0,-0.142857,-0.348271,-1,1
-0.98836,-1,0,1,-0.910448,1,1,-0.833333,-0.25,0.538462,0,-0.892857,-0.714286,1,1
-0.99978,-0.88,0,-1,-0.970149,1,1,-0.783509,0.75,1,0,0.035714,-0.588872,-1,1
-1,-1,0,-1,-0.761194,1,1,-0.441404,0.75,1,0,-0.300714,-0.150376,1,1
-0.95842,-0.88,0,-1,-0.522388,1,1,-0.92386,-0.25,0.230769,0,-0.895714,-0.446015,-1,1
-1,-0.816,1,-1,-1,-1,-1,-1,-0.25,0.076923,0,-1,-0.283308,1,1
-1,-0.89,-1,-1,-1,-1,1,0.122807,-0.25,-0.076923,0,-0.142857,0.04,1,1
-1,-1,0,1,-0.970149,1,1,-0.087719,1,0.384615,0,-0.607143,0.62406,1,1
-1,-0.92,0,-1,-0.671642,1,1,-0.578947,0.75,0.538462,0,-0.785714,-0.112782,1,1
-0.99,-0.92,0,1,-0.880597,1,1,-0.929825,-0.25,0.076923,-1,-0.339286,-0.844511,-1,1
-1,-0.796,0,-1,-0.820896,1,1,-0.701754,-0.25,-0.076923,0,-0.803571,-0.403609,1,1
-0.9993,-0.566,0,1,-0.671642,1,1,-0.859649,-0.25,0.230769,0,-0.892857,-0.576541,1,1
-1,-1,0,1,-1,-1,1,-0.403509,0.75,-0.538462,0,-0.029643,0.085113,-1,1
-0.90786,-0.76,0,-1,-0.58209,1,1,-0.54386,-0.25,-0.076923,0,-0.321429,-0.233083,1,1
-1,-1,0,1,-1,-1,1,-1,0,-0.692308,0,-0.982143,-0.626466,1,1
-1,-1,0,-1,-0.940299,1,1,-0.885965,0.75,0.538462,0,-0.669643,-0.418647,-1,1
-1,-1,0,1,-0.731343,1,1,-0.637544,0,-0.692308,0,-0.071429,0,-1,1
-1,-0.76,0,-1,-1,-1,1,-0.789474,0.75,0.076923,-1,-0.684643,-0.847218,-1,1
-1,-0.68,0,-1,-0.761194,1,1,-0.508772,0.75,0.846154,0,-0.711429,-0.175338,1,1
0,-0.48,0,1,-0.970149,1,1,-0.89193,-0.25,0.846154,0,-0.89,-0.385865,1,1
-0.996,-0.578,0,-1,-1,-1,1,-0.900702,0.75,0.076923,0,-0.892857,-0.71188,1,1
-0.95856,-0.84,0,-1,-0.820896,1,1,-0.807018,0.75,0.846154,0,-0.821429,-0.426165,1,1
-1,-1,0,-1,-0.850746,1,1,-0.39193,-0.25,0.384615,0,-0.3125,0.20812,1,1
-1,-0.604,0,1,-0.910448,1,1,-0.932632,-0.25,-0.076923,0,-0.9375,-0.56391,1,1
-0.99988,-0.56,0,1,-0.671642,1,1,-0.970877,0.75,0.846154,0,-0.967143,-0.009925,-1,1
-0.95588,-0.88,0,-1,-1,-1,1,-0.894737,-0.25,0.230769,0,-0.321429,-0.836993,1,1
-0.94,-0.8,0,1,-0.671642,1,1,-0.859649,-0.25,0.076923,0,-0.8275,-0.796993,1,1
-1,-0.798,0,-1,-0.970149,1,1,-0.912281,-0.25,0.230769,0,-1,-0.486316,1,1
-0.9892,-0.94,0,-1,-0.880597,1,1,-0.915088,-0.25,0.538462,0,-0.339286,-0.859549,-1,1
-0.99996,-0.84,0,-1,-1,-1,-1,-0.885965,-0.25,0.076923,-1,-0.5,-0.065263,1,-1
-1,-1,0,-1,-1,-1,-1,-0.997193,-0.25,-0.076923,-1,-0.997143,-0.456241,1,-1
-0.99642,-0.83,0,-1,-1,-1,-1,-0.997193,-0.25,0.076923,-1,-0.9225,-0.506165,1,-1
-0.99962,-0.904,0,-1,-0.970149,1,-1,-1,-1,-1,0,-0.919643,-0.473684,1,-1
-1,-0.7,-1,-1,-1,-1,-1,-1,0,-0.692308,0,-0.892857,-0.193083,1,-1
-0.9979,-0.8,0,1,-0.940299,1,-1,-1,-1,-1,0,-0.892857,-0.46406,-1,-1
-0.99988,-0.888,0,1,-1,-1,-1,-0.83614,-0.25,0.076923,-1,-0.875,-0.842105,1,-1
-0.99998,-0.88,0,-1,-1,-1,-1,-0.894737,-1,-1,-1,-0.854286,0.145263,1,-1
-1,-1,-1,-1,-0.671642,1,-1,-0.929825,-0.25,-0.538462,0,-1,-0.719399,1,-1
-0.99998,-0.88,0,-1,-0.970149,1,-1,-0.988421,0.75,0.230769,0,-0.285714,-0.884812,1,-1
-0.99998,-0.68,0,1,-0.940299,1,-1,-0.929825,-0.25,-0.230769,0,-0.988214,-0.932331,-1,-1
-1,-1,-1,1,-1,-1,-1,-0.964912,-0.25,0.076923,0,-1,-0.776842,1,-1
-0.95606,-0.748,0,1,-1,-1,1,-0.929825,0,-0.692308,0,-0.976071,0.303158,-1,-1
-0.999,-0.9,0,1,-0.910448,1,1,-0.526316,0.75,-0.538462,0,-0.494286,0.263158,-1,-1
-1,-0.6,-1,1,-1,-1,-1,-0.754386,-0.25,-0.076923,0,-0.765,-0.193083,1,-1
-1,-0.88,0,-1,-1,-1,-1,-0.918246,-0.25,0.230769,0,-0.910714,-0.400902,1,-1
-0.9778,-0.86,0,1,-1,-1,-1,-1,-0.75,0.384615,0,-0.071429,-0.621654,1,-1
-0.994,-0.908,0,-1,-0.970149,1,-1,-1,-1,-1,0,-0.910714,-0.596391,-1,-1
-1,-0.88,0,-1,-1,-1,-1,-0.994035,-0.25,0.538462,0,-0.794643,-0.934737,-1,-1
-0.9996,-0.82,0,-1,-0.970149,1,1,-0.824561,-0.25,-0.538462,-1,-0.916786,-0.761805,1,-1
-0.993,-1,0,1,-1,-1,-1,-0.736842,-0.25,-0.846154,0,-0.892857,0.163008,1,-1
-1,-0.72,-1,1,-1,-1,-1,-0.964912,-0.25,0.076923,0,-0.928571,-0.709173,1,-1
-0.9999,-0.92,0,1,-0.970149,1,-1,-0.877193,-0.25,0.076923,0,-0.961429,-0.874587,-1,-1
-0.9999,-0.78,0,-1,-1,-1,-1,-0.883158,-0.25,0.230769,0,-0.9525,-0.824662,-1,-1
-0.9986,-0.8,0,-1,-1,-1,-1,-0.991228,-0.25,-0.538462,-1,-0.991071,-0.736842,1,-1
-0.9998,-1,0,-1,-0.970149,1,-1,-0.54386,-1,-1,0,-0.857143,0.318196,-1,-1
-0.9999,-0.88,0,1,-0.940299,1,1,-0.842105,-0.25,-0.538462,0,-0.142857,-0.661654,1,-1
-0.9976,-1,0,-1,-1,-1,-1,-0.976491,0.5,-0.692308,0,-0.904643,0.035188,-1,-1
-0.99998,-0.84,0,-1,-1,-1,-1,-0.953333,-0.25,0.538462,0,-1,-0.847218,1,-1
-0.996,-1,0,-1,-1,-1,1,-0.929825,0,-0.692308,0,-0.785714,-0.12782,1,-1
-1,-0.816,0,1,-1,-1,-1,-0.988421,0,-0.692308,-1,-0.440357,-0.75188,1,-1
-0.99766,-0.76,0,1,-1,-1,-1,-0.964912,-0.25,-0.230769,0,-0.940357,0.097744,-1,-1
-0.9998,-1,0,1,-0.701493,1,-1,-0.877193,-0.25,-0.230769,0,-0.321429,-0.892331,-1,-1
-0.9999,-0.7,0,1,-0.791045,1,1,-0.192983,0.75,0.538462,0,-0.5,-0.278196,1,-1
-0.9996,-0.9,0,1,-1,-1,1,-0.859649,-0.25,0.846154,-1,-0.892857,-0.829474,1,-1
-0.99966,-0.744,0,-1,-1,-1,-1,-0.859649,0.75,0.384615,-1,-0.857143,-0.526316,-1,-1
-1,-0.86,0,-1,-1,-1,1,-0.982456,-0.25,0.076923,0,-0.303571,-0.766917,1,-1
-0.99998,-1,0,-1,-1,-1,-1,-0.508772,0,-0.692308,-1,-0.785714,-0.46406,1,-1
-0.8,-0.5,0,1,-0.820896,1,1,-0.649123,-0.25,0.230769,0,-0.925714,-0.14797,1,1
-0.98866,-0.88,0,1,-0.641791,1,1,-0.894737,-0.25,-0.230769,0,-0.107143,-0.669173,-1,1
-0.97116,-0.948,0,1,-1,-1,1,-0.777895,-0.25,0.230769,-1,-0.648929,-0.135338,1,1
-1,-0.63,0,1,-1,-1,1,-0.982456,-0.25,-0.230769,-1,-0.818571,-0.659248,-1,1
-0.99,-0.485,0,1,-0.970149,1,1,-0.885965,0.75,1,0,0.794643,-0.35579,1,1
-0.99954,-0.651,0,-1,-1,-1,1,-0.982456,0,0.076923,0,-0.946429,-0.639098,1,1
-0.9997,-1,0,-1,0.19403,1,1,1,-0.25,0.076923,-1,1,0.283308,1,1
-1,-0.607,0,1,-1,-1,1,-0.997193,0.75,0.384615,-1,-0.875,-0.451128,1,1
-0.98,-0.592,0,1,-0.641791,1,1,-0.614035,0.75,0.538462,0,-0.607143,-0.430978,1,1
-0.99208,-0.94,0,-1,-0.731343,1,1,-0.997193,-0.25,1,0,-0.282857,-0.734436,1,1
-1,-1,0,-1,-0.731343,1,1,-0.403509,-0.25,0.076923,0,0.071429,0.137744,1,1
-0.994,-0.88,0,-1,-0.940299,1,1,-0.894737,-0.25,-0.692308,0,-0.857143,-0.857143,1,1
-0.994,-0.97,0,1,-0.671642,1,1,0.011579,-1,-1,0,-0.3275,0.22797,1,1
-0.98644,-1,0,-1,-0.970149,1,1,-0.912281,0.75,0.538462,0,-0.964286,-0.689323,-1,1
-1,-1,0,-1,-1,-1,1,-0.994035,-0.25,0.846154,0,-1,-0.716692,1,1
-1,-1,0,1,-0.701493,1,1,-0.754386,-0.25,0.846154,0,-0.642857,-0.240602,1,1
-1,-0.816,1,-1,-1,-1,-1,-1,-0.25,0.076923,0,-1,-0.716692,1,1
-0.94,-1,0,-1,-0.791045,1,1,-0.614035,-0.25,0.076923,0,0.392857,0.303158,-1,1
-0.9878,-0.726,0,-1,-0.940299,1,1,-0.77193,0,-0.692308,0,-0.696429,-0.378346,1,1
-0.9498,-0.59,0,1,-0.641791,1,1,-0.824561,0,-0.076923,0,-0.821429,0.02015,1,1
-1,-1,0,-1,-1,-1,1,-0.818597,0.75,0.076923,-1,-0.818571,-0.731729,1,1
-1,-0.64,0,1,-1,-1,1,-0.824561,-0.25,-0.076923,0,-0.714286,-0.448722,1,1
-0.3743,-0.836,0,1,-1,-1,1,-0.54386,0.75,0.692308,0,-0.925714,-0.41594,1,1
-1,-0.72,0,1,-1,-1,1,-0.994035,-0.25,-0.538462,0,-0.985,-0.250526,1,1
-0.85882,-1,0,-1,-0.791045,1,1,-0.95614,-0.25,0.846154,0,-0.75,-0.656541,1,1
-1,-0.789,0,-1,-0.970149,1,1,-0.631579,-0.25,0.846154,-1,-0.806429,-0.611429,1,1
-0.96,-0.48,0,1,-0.940299,1,1,-0.675439,-0.25,0.538462,0,-0.9375,-0.686617,1,1
-1,-0.9,0,-1,-1,-1,1,-0.997193,-0.25,-0.230769,0,-0.785714,-0.787068,-1,1
-1,-0.68,0,1,-1,-1,1,-0.649123,0.75,-0.692308,0,-0.964286,-0.080301,1,1
-1,-0.855,0,1,-0.910448,1,1,-0.964912,-0.25,0.538462,0,-0.535714,-0.175338,-1,1
-1,-0.92,0,-1,-0.880597,1,1,-0.958947,-0.25,0.538462,0,-0.973214,-0.566316,-1,1
-1,-0.652,0,-1,-1,-1,-1,-0.964912,0,0.846154,0,-0.821429,-0.368421,1,-1
-0.996,-0.768,0,1,-1,-1,-1,-0.824561,0,-0.692308,0,-0.803571,-0.385865,1,-1
-0.99776,-0.648,0,1,-0.970149,1,-1,-0.026316,-0.25,-0.076923,0,-0.910714,-0.125414,1,-1
-0.99998,-0.84,0,-1,-0.940299,1,-1,-1,-1,-1,-1,0,-0.443609,1,-1
-1,0.16,-1,-1,-1,-1,-1,-0.964912,0,-0.692308,0,-0.75,-0.185564,-1,-1
-1,-1,0,-1,-1,-1,1,-0.403509,-0.25,-0.230769,-1,-0.642857,-0.46406,1,-1
-1,-0.72,-1,-1,-1,-1,1,-0.964912,-0.25,-0.538462,0,-0.916786,-0.548872,1,-1
-1,-0.589,0,1,-1,-1,-1,-0.994035,-0.25,-0.692308,-1,-0.714286,-0.46406,1,-1
-1,-1,0,1,-1,-1,-1,-0.418246,0.75,0.076923,0,-0.758929,-0.360902,1,-1
-0.999,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-0.270714,-0.874587,-1,-1
-1,-0.8,0,1,-1,-1,1,-0.918246,-0.25,0.230769,0,-0.729286,-0.320902,1,-1
-1,-0.859,0,1,-1,-1,-1,-0.842105,0,-0.692308,0,-0.642857,-0.115188,1,-1
-0.974,-0.68,0,-1,-0.940299,1,-1,-0.988421,-0.75,0.384615,0,-0.857143,-0.679098,1,-1
-0.9992,-0.84,0,1,-1,-1,-1,-0.997193,-0.25,-0.538462,0,-0.785714,-0.894737,1,-1
-0.99996,-0.9,0,-1,-1,-1,-1,-0.929825,0,-0.692308,0,-0.732143,0.032481,1,-1
-0.9974,-0.848,0,-1,-0.402985,1,1,-1,1,0.384615,0,0.107143,0.235489,1,-1
-0.98462,-0.65,0,-1,-0.910448,1,-1,-1,-1,-1,0,-0.958214,-0.824662,1,-1
-0.99498,-0.78,0,1,-1,-1,-1,-0.988421,0.75,0.538462,0,-0.946429,-0.581353,1,-1
-1,-0.02,0,1,-1,-1,1,-0.052632,-0.25,0.846154,0,-0.642857,-0.253233,-1,-1
-0.99544,-1,0,1,-1,-1,-1,-0.929825,-0.25,0.076923,0,-0.535714,0.009925,1,-1
-0.99998,-0.88,0,-1,-0.970149,1,-1,-0.929825,-0.25,0.230769,0,-0.285714,-0.864662,-1,-1
-0.99654,-0.82,0,1,-0.940299,1,-1,-0.765965,-0.25,0.076923,0,-0.133929,-0.746767,1,-1
-0.97992,-0.74,0,-1,-1,-1,-1,-0.997193,-0.25,-0.230769,0,-0.958214,-0.566316,-1,-1
-1,-0.76,0,-1,-1,-1,-1,-0.997193,-0.25,0.076923,-1,-0.946429,-0.521203,1,-1
-0.99632,-0.86,0,-1,-1,-1,-1,-0.979649,-0.25,-0.384615,-1,-0.636786,-0.789474,1,-1
-0.99924,-1,0,-1,-0.940299,1,1,-0.973684,-0.25,0.538462,0,-0.642857,-0.85203,1,-1
-0.88896,-1,0,-1,-0.940299,1,-1,-0.991228,-0.25,0.076923,0,-0.098214,-0.714286,1,-1
-1,-0.632,-1,-1,-1,-1,1,-0.859649,-0.25,-0.076923,0,-0.892857,-0.581353,-1,-1
-0.9982,-0.24,0,-1,-0.970149,1,1,-0.985263,0.75,0.538462,0,0.800714,-0.112782,1,-1
-0.99998,-0.983,0,-1,-0.940299,1,-1,-1,-1,-1,0,-0.642857,-0.223158,1,-1
-1,-0.86,0,1,-1,-1,1,-0.824561,-0.25,0.076923,0,-0.892857,-0.055038,1,-1
-1,-1,-1,-1,-1,-1,1,-0.894737,-0.25,-0.846154,-1,-0.214286,-0.082707,1,-1
-1,-0.9,0,-1,-1,-1,-1,-1,-0.75,0.384615,-1,-0.913571,-0.862256,1,-1
-0.99298,-1,0,-1,-0.940299,1,-1,-0.997193,-1,-1,-1,0.357143,0.836993,1,-1
-1,-0.84,-1,-1,-1,-1,-1,-0.947368,-0.25,0.538462,0,-0.976071,-0.731729,-1,-1
-0.99272,-0.72,0,-1,-1,-1,-1,-0.979649,-0.25,-0.538462,0,-0.979286,-0.827068,1,-1
-0.99368,-1,0,-1,-1,-1,-1,-0.894737,-0.25,0.076923,0,-0.883929,-0.225564,1,-1
-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-0.642857,-0.779549,-1,-1
-0.95632,-0.94,0,1,-0.671642,1,1,-0.92386,-0.25,0.076923,0,-0.821429,-0.719399,1,1
-0.99358,-1,0,-1,-0.880597,1,1,-0.947368,0.75,1,-1,-0.196429,-0.739248,-1,1
-1,-1,0,-1,-0.970149,1,1,-0.888772,-0.25,0.538462,0,-0.940357,-0.799399,-1,1
-0.99112,-0.927,0,-1,-0.940299,1,1,-0.666667,0,0.076923,0,-0.089286,-0.676692,-1,1
-1,-1,0,-1,-1,-1,-1,-0.997193,-0.25,0.076923,0,-0.997143,-0.927218,1,1
-1,-0.96,-1,-1,-1,-1,1,-0.824561,-0.25,0.076923,-1,-0.285714,-0.796993,1,1
-1,-0.879,0,-1,-0.820896,1,1,-0.979649,-0.25,1,0,-0.214286,-0.756993,1,1
-0.9854,-0.75,0,-1,-0.731343,1,1,-0.789474,-0.25,-0.846154,0,0.154643,-0.461053,1,1
-1,-0.872,0,1,-1,-1,-1,-0.84807,0.75,0.076923,0,-0.940714,-0.749474,1,1
-0.976,-0.67,0,-1,-0.761194,1,1,-0.780702,-0.25,0.846154,0,-0.535714,-0.506165,1,1
-0.98574,-0.417,0,1,-0.641791,1,1,-0.871228,0.75,0.846154,0,-0.886786,-0.593985,1,1
-0.99962,-0.78,0,-1,-0.970149,1,1,-0.859649,-0.25,0.076923,0,-0.142857,-0.491128,-1,1
-0.84,-0.568,0,1,-0.970149,1,1,-0.77193,0.75,0.076923,-1,-0.988214,-0.443609,1,1
-0.98164,-0.92,0,-1,-0.910448,1,1,-0.824561,-0.25,-0.230769,0,-0.571429,-0.766917,-1,1
-1,-0.844,0,1,-0.910448,1,1,-0.839298,-0.25,-0.230769,0,-0.104286,0.092632,-1,1
-0.997,-0.688,0,1,-0.910448,1,1,-0.701754,0.75,0.076923,0,-0.946429,-0.601504,1,1
-0.98722,-0.898,0,1,-1,-1,1,-0.368421,0.75,0.538462,0,-0.767857,-0.310677,1,1
-0.9714,-0.7,0,1,-0.850746,1,1,-0.824561,-0.25,0.076923,0,-0.925714,-0.551278,-1,1
-0.98464,-0.76,0,-1,-0.970149,1,-1,-0.929825,-0.25,0.538462,0,-0.991071,-0.809624,-1,1
-0.73576,-1,0,-1,-1,-1,1,-1,1,0.384615,-1,0.071429,-0.569023,-1,1
-0.9,-1,0,1,-0.552239,1,1,-0.467719,0,-0.692308,0,-0.458214,0.075188,1,1
-0.94,-1,0,-1,-1,-1,1,-0.997193,0.75,1,0,-0.997143,0.132932,1,1
-0.9997,-1,0,1,-0.940299,1,1,-0.877193,-0.25,-0.076923,0,-0.857143,-0.090226,1,1
1,-0.55,1,1,-1,-1,-1,-1,0.5,-1,1,0.571429,-0.887218,1,1
-0.99,-1,0,-1,-0.970149,1,1,-0.754386,0,-0.230769,0,-0.535714,-0.210526,1,1
-0.98326,-0.971,0,-1,-1,-1,1,-0.877193,0.75,0.538462,0,-0.285714,-0.185564,-1,1
-1,-0.7,-1,1,-1,-1,-1,-0.298246,-1,0.846154,1,-0.973214,-0.869774,-1,1
-1,-0.72,0,1,-1,-1,1,-0.877193,-0.25,0.538462,0,-0.928571,-0.631579,1,1
-1,-1,0,1,-1,-1,1,-0.789474,-0.25,0.076923,0,-0.25,-0.77203,1,1
-1,-1,-1,-1,-1,-1,1,-0.678597,-0.25,0.538462,0,-0.669643,-0.125414,1,1
-0.89404,-1,0,-1,-1,-1,1,-0.912281,0.75,1,0,-0.919643,-0.609023,1,1
-1,-0.868,0,-1,-1,-1,-1,-0.988421,-0.25,0.076923,-1,-0.875,-0.676692,-1,-1
-0.99994,-0.826,0,1,-0.940299,1,-1,-0.973684,-0.25,-0.538462,0,-0.9375,-0.633985,1,-1
-1,-0.87,0,1,-1,-1,-1,-0.964912,-0.25,-0.076923,-1,-0.964286,-0.182857,1,-1
-1,-0.9,0,-1,-1,-1,-1,-0.918246,-0.25,0.846154,0,-0.940357,-0.626466,1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-0.571429,0.676692,-1,-1
-0.97876,-0.82,0,1,-1,-1,-1,-0.929825,-0.25,-0.846154,0,-0.107143,-0.654135,-1,-1
